,subject_id,data.the-radio-source-is-showing-extended-morphology,data.yes-there-seem-to-be-associated-regions-close-to-the-central-source,data.no-nearby-marked-regions-seem-associated-with-the-central-source,flag_optical_counterpart,flag_rad_extended,flag_rad_point,classifications_count,LCurl
122,91319292,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/6e08a694-7265-4882-aae3-3542cddb4545.png
123,91319293,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/ad858d63-634e-4022-b76f-93e06e21a080.png
124,91319295,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/3acb0386-a90c-4860-9e0d-1a869c748c6a.png
125,91319296,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/cc136f3c-b47a-4f1c-b69c-68a39d8c61fd.png
126,91319298,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/ef1db6e6-a376-4f28-a076-a723ef735349.png
127,91319300,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/90d4aa50-073f-461f-8300-65e5a4b97236.png
128,91319305,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/2c42f188-70f7-443a-8d1e-c2f273385325.png
129,91319308,0.0,0.0,0.0,0.0,0.0,1.0,6,https://panoptes-uploads.zooniverse.org/subject_location/25506e65-9f7b-4c44-8eda-2e66be901c11.png
130,91319309,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/b10d3adc-e2de-4280-935f-3791bbb7ccb1.png
131,91319314,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/2f960c04-6b9a-4335-a0e8-77a766471a32.png
132,91319317,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/1f45d498-c46f-404f-b10b-725865d139d5.png
133,91319319,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/126e40f0-500a-497b-a593-fd1c9b3433c4.png
134,91319321,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/bcb345f4-de00-41f6-b93c-7c8eda5fd4ac.png
135,91319323,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/42a65730-4e62-4185-b568-bcfb3540618d.png
136,91319328,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/c276568e-ba18-4125-85ea-6556fe3d478b.png
137,91319329,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/7df8cce8-fe58-4e63-a5d2-f27c7bd45101.png
138,91319331,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/1178f680-bfc1-416e-911e-ea2dcd9a7f5e.png
139,91319335,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/2dfbd3d5-e3a2-4d8d-a2be-dae0f99e163f.png
140,91319337,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/3365b1cd-1409-4d92-9be5-6cafacf9911b.png
141,91319341,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/287e8833-3ab4-4673-ad0f-ee1bf3896914.png
142,91319345,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/3b8efe6a-802e-47ec-8522-581c0f09874e.png
143,91319347,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/372c758c-70aa-4b5e-a6bb-89b3cb2d9e96.png
144,91319348,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/82bc043e-784b-4f5d-853e-0145e90d6b8f.png
145,91319350,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/130c91a2-d453-457e-a65e-844111d36342.png
146,91319351,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/a6d612a2-15c8-4239-87ab-a55a8e8a8952.png
147,91319352,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/73823f5c-2ece-4010-90c8-0c627da8819d.png
148,91319354,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/bf567cc8-c0e6-448f-96ad-3277abec2fbe.png
149,91319355,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/b0b64d99-a77a-469d-afb3-c926af1f8342.png
150,91319356,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/14bdbd08-8600-4c48-b149-6d39d1193409.png
151,91319358,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/9cda266c-6133-4dff-b4dc-2fe8f6d3d2d1.png
152,91319363,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/8c54bd1c-0629-4f39-a96d-ffbe0b1c3b01.png
153,91319368,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/e243d37a-51e0-4584-9b70-b30f26c13aa1.png
154,91319370,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/9fe2bc46-3c60-4433-b0e3-d3886c6749c0.png
155,91319372,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/d23c7f68-cce2-4235-8f72-a42727d945d5.png
156,91319374,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/0c44cf92-7f09-47a8-aa18-18091b824ccd.png
157,91319380,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/bf1429e0-0893-4196-bd03-81229dbbd588.png
158,91319383,1.0,1.0,0.0,0.0,0.0,1.0,6,https://panoptes-uploads.zooniverse.org/subject_location/29aad85b-be7a-49ae-9c94-c6d05fca8417.png
159,91319387,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/b990b788-d016-4c53-a578-f3be846418a1.png
160,91319392,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/3f5a9b11-9020-4e56-91a0-424b9949999f.png
161,91319398,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/4561d365-78e2-4750-a008-c78dcbff8729.png
