subject_id,Filename,a,b,is_point
91319727,010225-714722.png,6.87,5.94,1.0
91319732,010521-712744.png,6.78,5.67,1.0
91319737,010651-722213.png,6.34,6.21,1.0
91319741,010722-714937.png,6.67,5.94,1.0
91319744,010744-723024.png,6.87,6.21,1.0
91319746,010838-722622.png,6.83,6.14,1.0
91319751,011214-715102.png,6.62,6.34,1.0
91319753,011238-715551.png,6.38,6.17,1.0
91319755,005544-715326.png,6.55,6.28,1.0
91319760,005704-713124.png,6.48,5.77,1.0
91319761,005814-712736.png,6.37,6.24,1.0
91319768,005914-722233.png,6.77,6.31,1.0
91319772,010023-712206.png,6.94,6.22,1.0
91319773,010023-712452.png,6.31,5.75,1.0
91319776,010137-714421.png,6.95,5.85,1.0
91319778,010148-715540.png,6.67,6.33,1.0
91319780,010210-721253.png,6.63,6.43,1.0
91319781,010334-715721.png,6.29,5.99,1.0
91319783,010501-712234.png,7.16,6.1,1.0
91319793,010751-714015.png,6.79,6.25,1.0
91319798,010853-723600.png,6.3,6.07,1.0
91319803,005523-714403.png,6.65,6.13,1.0
91319805,005710-715144.png,6.92,6.07,1.0
91319809,005812-714718.png,7.01,6.17,1.0
91319811,010018-721558.png,6.36,6.05,1.0
91319815,010114-722906.png,6.38,5.82,1.0
91319818,010154-714541.png,6.62,5.85,1.0
91319820,010225-714033.png,7.06,6.41,1.0
91319822,010253-721224.png,6.66,6.37,1.0
91319826,010309-713729.png,6.51,5.94,1.0
91319828,010401-712410.png,6.83,5.79,1.0
91319829,010401-712457.png,7.02,6.07,1.0
91319833,010713-723210.png,6.86,6.15,1.0
91319840,010825-715145.png,6.31,5.45,1.0
91319843,010909-715050.png,6.74,5.78,1.0
91319846,005652-713607.png,7.03,6.03,1.0
91319852,010056-714347.png,7.05,6.95,0.0
91319853,010114-720754.png,6.51,5.69,1.0
91319855,010154-712722.png,9.13,8.49,0.0
91319856,010207-714854.png,6.87,6.26,1.0
91319858,010224-721018.png,6.67,6.27,1.0
91319859,010233-713634.png,7.73,6.63,0.0
91319862,010443-721326.png,6.8,6.28,1.0
91319867,010541-722116.png,7.48,6.67,0.0
91319868,010542-721732.png,7.04,6.38,1.0
91319869,010546-721657.png,7.64,6.05,1.0
91319879,010921-722038.png,7.07,6.15,1.0
91319883,005702-721012.png,7.8,5.61,1.0
91319886,005846-722946.png,6.35,5.9,1.0
91319889,010039-722801.png,6.42,6.02,1.0
91319894,010345-722606.png,8.67,6.56,0.0
91319903,010643-714145.png,10.6,6.26,0.0
91319905,010725-720343.png,18.26,9.42,0.0
91319906,010728-720711.png,18.18,13.06,0.0
91319907,010810-715159.png,10.88,6.41,0.0
91319910,010923-722209.png,28.48,23.94,0.0
91321153,011743-733454.png,6.82,6.3,1.0
91321155,011822-732015.png,6.76,6.05,1.0
91321159,011842-733528.png,9.65,6.89,0.0
91321161,011857-735404.png,7.18,6.2,1.0
91321162,011859-731214.png,6.58,6.22,1.0
91321163,011923-732535.png,6.66,6.21,1.0
91321165,011929-732527.png,10.02,7.96,0.0
91321169,011937-733039.png,7.06,5.97,1.0
91321174,012012-732230.png,8.38,6.83,0.0
91321178,012025-732841.png,6.88,5.92,1.0
91321179,012028-740212.png,7.01,6.08,1.0
91321180,012029-734734.png,7.12,6.13,1.0
91321183,012031-730511.png,6.82,6.54,1.0
91321186,012031-734129.png,6.66,6.13,1.0
91321190,012038-735522.png,7.3,6.11,1.0
91321191,012040-733154.png,6.95,6.49,1.0
91321192,012042-734937.png,6.67,6.35,1.0
91321194,012053-735800.png,7.15,5.94,1.0
91321196,012055-733025.png,6.51,5.95,1.0
91321200,012056-734731.png,9.72,6.55,0.0
91321206,012110-731435.png,6.74,6.13,1.0
91321211,012119-731633.png,9.15,8.43,0.0
91321212,012119-735552.png,6.66,6.12,1.0
91321216,012125-733440.png,6.71,5.98,1.0
91321220,012128-733625.png,6.7,6.14,1.0
91321223,012130-732958.png,6.81,6.7,1.0
91321228,012136-735611.png,6.43,6.21,1.0
91321237,012155-733911.png,51.39,4.98,0.0
91321238,012157-735106.png,10.2,8.68,0.0
91321240,012159-731455.png,13.93,9.85,0.0
91321242,012206-735602.png,7.13,6.61,1.0
91321243,012208-731241.png,6.54,6.34,1.0
91321244,012209-740222.png,6.55,6.43,1.0
91321246,012210-732147.png,6.44,6.04,1.0
91321250,012214-730422.png,6.58,5.89,1.0
91321251,012216-731552.png,6.66,6.04,1.0
91321252,012216-731824.png,7.05,6.49,1.0
91321255,012216-733155.png,6.71,6.37,1.0
91321257,012217-733646.png,6.91,6.0,1.0
91321260,012219-733019.png,6.41,6.28,1.0
91321263,012222-734031.png,6.85,6.51,1.0
91321267,012229-735335.png,6.5,6.08,1.0
91321268,012231-732028.png,6.72,6.18,1.0
91321269,012231-734944.png,6.8,6.04,1.0
91321270,012232-733040.png,6.66,6.44,1.0
91321271,012234-731704.png,7.61,6.55,0.0
91321272,012235-725735.png,6.63,6.12,1.0
91321278,012236-734705.png,6.78,6.06,1.0
91321281,012238-735624.png,7.82,7.71,0.0
91321284,012241-732203.png,7.0,6.3,1.0
91321285,012241-735017.png,6.72,6.17,1.0
91321288,012244-733453.png,6.6,6.06,1.0
91321293,012250-740018.png,6.74,6.18,1.0
91321295,012252-735538.png,7.04,6.15,1.0
91321299,012255-732024.png,6.56,6.23,1.0
91321302,012258-733243.png,8.54,7.48,0.0
91321307,012305-732433.png,6.69,5.91,1.0
91321310,012305-740537.png,7.7,6.82,0.0
91321311,012306-733827.png,8.33,7.54,0.0
91321312,012309-730257.png,7.19,5.6,1.0
91321315,012310-734734.png,6.62,6.1,1.0
91321318,012313-731639.png,6.76,6.17,1.0
91321325,012321-725755.png,7.2,6.31,1.0
91321333,012323-734111.png,6.67,6.24,1.0
91321340,012327-731351.png,6.69,5.86,1.0
91321346,012333-732827.png,6.49,6.08,1.0
91321349,012337-733057.png,6.48,6.08,1.0
91321350,012337-733829.png,6.76,6.16,1.0
91321355,012341-730623.png,6.81,6.48,1.0
91321358,012342-730553.png,8.7,5.78,0.0
91321367,012355-733745.png,6.56,6.11,1.0
91321368,012356-740954.png,6.79,5.98,1.0
91321370,012357-735743.png,6.63,6.1,1.0
91321371,012400-733347.png,6.78,5.82,1.0
91321372,012402-740502.png,6.91,6.47,1.0
91321374,012403-740617.png,6.97,6.14,1.0
91321378,012408-733747.png,6.86,6.17,1.0
91321379,012409-725815.png,6.85,6.34,1.0
91321380,012411-740233.png,6.87,6.34,1.0
91321382,012411-741017.png,6.67,6.13,1.0
91321383,012414-733259.png,7.22,6.84,0.0
91321385,012415-732701.png,6.51,6.05,1.0
91321388,012416-725413.png,7.16,6.08,1.0
91321391,012424-740418.png,6.69,6.24,1.0
91321393,012428-732958.png,7.16,6.24,1.0
91321394,012430-734618.png,7.56,6.81,0.0
91321397,012436-740645.png,6.99,5.99,1.0
91321400,012437-734447.png,6.97,6.11,1.0
91321401,012437-740336.png,7.0,6.48,1.0
91321404,012439-732336.png,6.62,6.02,1.0
91321406,012441-725908.png,6.5,6.0,1.0
91321407,012441-740210.png,7.04,6.2,1.0
91321409,012443-732937.png,7.04,6.19,1.0
91321412,012444-741034.png,7.51,7.04,0.0
91321418,012449-741323.png,8.74,8.6,0.0
91321423,012457-733118.png,7.39,6.73,0.0
91321428,012500-733538.png,6.78,6.17,1.0
91321429,012502-732016.png,6.46,6.15,1.0
91321432,012503-740405.png,8.87,7.8,0.0
91321435,012506-741229.png,6.8,6.16,1.0
91321438,012509-732749.png,6.77,6.0,1.0
91321439,012509-734442.png,7.05,6.19,1.0
91321441,012510-725555.png,6.62,6.05,1.0
91321445,012514-725908.png,7.46,6.38,1.0
91321448,012518-725643.png,7.45,6.87,0.0
91321451,012519-733954.png,7.7,6.62,0.0
91321454,012520-734919.png,6.93,6.12,1.0
91321455,012522-730523.png,6.74,6.23,1.0
91321457,012522-733331.png,6.41,6.26,1.0
91321458,012525-735329.png,6.57,6.11,1.0
91321461,012528-734057.png,6.48,5.99,1.0
91321471,012537-725339.png,6.84,6.2,1.0
91321481,012544-725818.png,6.92,6.12,1.0
91321487,012546-735421.png,6.56,6.15,1.0
91321491,012549-732601.png,6.74,5.95,1.0
91321493,012550-731319.png,7.76,7.31,0.0
91321494,012550-732717.png,6.5,6.07,1.0
91321495,012552-725304.png,6.95,6.16,1.0
91321498,012553-734440.png,6.39,6.13,1.0
91321501,012555-730041.png,6.45,6.1,1.0
91321502,012555-730541.png,6.9,6.35,1.0
91321504,012557-735849.png,11.92,8.43,0.0
91321509,012604-725041.png,7.68,6.81,0.0
91321516,012612-740024.png,9.46,8.64,0.0
91321523,012617-733234.png,6.92,5.92,1.0
91321530,012623-732929.png,7.27,7.26,0.0
91321531,012624-732520.png,6.8,6.31,1.0
91321534,012626-731022.png,6.6,6.05,1.0
91321536,012631-731607.png,6.71,6.07,1.0
91321537,012633-731855.png,6.68,5.93,1.0
91321538,012633-733943.png,14.46,12.5,0.0
91321540,012635-732007.png,6.87,6.72,1.0
91321541,012636-734934.png,6.65,6.02,1.0
91321555,012648-732127.png,6.67,5.99,1.0
91321557,012648-733115.png,7.38,6.92,0.0
91321566,012652-731745.png,6.84,5.86,1.0
91321570,012652-740416.png,7.06,6.16,1.0
91321571,012653-734335.png,6.52,6.2,1.0
91321575,012655-733413.png,6.78,6.06,1.0
91321576,012656-732041.png,6.56,6.08,1.0
91321581,012703-733251.png,14.53,12.85,0.0
91321585,012705-725554.png,7.71,6.13,1.0
91321588,012705-732552.png,6.74,6.05,1.0
91321591,012706-735535.png,6.94,6.06,1.0
91321596,012712-735905.png,7.59,5.86,1.0
91321597,012713-725417.png,6.87,6.02,1.0
91321600,012714-725809.png,6.59,6.01,1.0
91321608,012717-740424.png,6.59,6.02,1.0
91321611,012720-733747.png,7.08,6.0,1.0
91321613,012722-740205.png,7.13,6.5,1.0
91321616,012729-725836.png,6.7,6.11,1.0
91321624,012737-732639.png,7.25,5.88,1.0
91321625,012737-732707.png,6.81,5.65,1.0
91321626,012739-740028.png,8.46,6.56,0.0
91321630,012748-732016.png,6.46,6.07,1.0
91321633,012751-734731.png,7.23,6.12,1.0
91321645,012759-735007.png,8.12,5.92,1.0
91321647,012802-732524.png,6.92,6.04,1.0
91321649,012803-734315.png,7.14,6.2,1.0
91321651,012803-740721.png,6.72,6.0,1.0
91321656,012807-734937.png,7.24,6.03,1.0
91321657,012811-730652.png,6.23,6.17,1.0
91321660,012812-741038.png,6.59,5.8,1.0
91321661,012813-730901.png,6.63,5.7,1.0
91321662,012813-732651.png,6.88,5.64,1.0
91321663,012813-734435.png,6.75,6.13,1.0
91321665,012814-725111.png,7.04,5.96,1.0
91321666,012814-730256.png,6.47,6.15,1.0
91321671,012816-741148.png,6.75,6.05,1.0
91321672,012817-733736.png,6.66,6.03,1.0
91321673,012818-732739.png,8.18,6.97,0.0
91321675,012819-725748.png,8.56,8.46,0.0
91321677,012820-741313.png,9.25,8.92,0.0
91321680,012825-741115.png,6.78,6.0,1.0
91321681,012828-732758.png,6.6,6.11,1.0
91321682,012829-725416.png,7.69,5.97,1.0
91321685,012829-734430.png,6.45,6.31,1.0
91321689,012831-731657.png,6.82,5.98,1.0
91321696,012837-732755.png,10.49,8.84,0.0
91321698,012838-740923.png,6.85,6.01,1.0
91321702,012841-730424.png,7.22,6.05,1.0
91321707,012847-734729.png,6.63,5.94,1.0
91321710,012852-725840.png,6.63,6.22,1.0
91321711,012853-725307.png,6.72,5.9,1.0
91321713,012855-732841.png,8.13,7.91,0.0
91321714,012855-740602.png,6.6,6.13,1.0
91321715,012856-725955.png,6.7,6.19,1.0
91321717,012857-730748.png,6.87,6.71,1.0
91321718,012857-734642.png,6.58,6.01,1.0
91321721,012858-725444.png,6.49,6.12,1.0
91321723,012900-730913.png,6.54,6.2,1.0
91321728,012902-731256.png,7.34,6.91,0.0
91321729,012905-731841.png,6.69,5.85,1.0
91321732,012907-731558.png,6.61,6.1,1.0
91321735,012909-731535.png,9.96,6.43,0.0
91321743,012913-730902.png,6.6,6.41,1.0
91321744,012913-731342.png,6.58,6.11,1.0
91321745,012914-734757.png,6.68,5.99,1.0
91321746,012915-732257.png,7.07,5.8,1.0
91321748,012916-731459.png,8.22,7.01,0.0
91321749,012916-731848.png,6.59,6.04,1.0
91321751,012918-730046.png,6.73,5.85,1.0
91321754,012919-725514.png,6.42,5.99,1.0
91321755,012919-730612.png,6.57,6.12,1.0
91321757,012920-740615.png,7.27,6.44,1.0
91321758,012922-735148.png,7.26,6.14,1.0
91321762,012926-735713.png,6.47,6.37,1.0
91321764,012927-731353.png,6.81,6.64,1.0
91321768,012930-734838.png,6.5,6.21,1.0
91321770,012932-735221.png,6.82,6.08,1.0
91321771,012932-740947.png,6.32,6.03,1.0
91321778,012939-730456.png,7.56,6.53,0.0
91321784,012943-730551.png,6.63,6.47,1.0
91321786,012945-725500.png,6.23,6.05,1.0
91321787,012945-734238.png,6.71,6.21,1.0
91321788,012945-734320.png,6.66,6.16,1.0
91321789,012946-730511.png,6.69,5.93,1.0
91321798,012955-730608.png,8.27,6.78,0.0
91321804,012958-735416.png,7.22,6.1,1.0
91321806,013000-731425.png,8.96,7.28,0.0
91321807,013001-730406.png,6.47,5.8,1.0
91321810,013002-730307.png,6.8,6.01,1.0
91321812,013002-733950.png,6.42,5.96,1.0
91321813,013003-730556.png,7.51,5.91,1.0
91321814,013004-735236.png,6.66,6.01,1.0
91321816,013005-725415.png,6.57,6.01,1.0
91321817,013009-735618.png,6.75,6.02,1.0
91321819,013010-732210.png,6.65,6.26,1.0
91321820,013011-740924.png,6.83,5.87,1.0
91321822,013012-735701.png,6.97,6.15,1.0
91321823,013013-731158.png,6.84,6.02,1.0
91321826,013017-730354.png,6.6,6.05,1.0
91321829,013021-730258.png,6.66,5.91,1.0
91321834,013024-730708.png,6.6,6.47,1.0
91321837,013025-732056.png,7.7,6.84,0.0
91321838,013025-740800.png,8.64,6.4,0.0
91321840,013027-732426.png,7.01,6.01,1.0
91321841,013031-730820.png,6.74,6.0,1.0
91321849,013036-740204.png,7.58,6.26,1.0
91321853,013042-731002.png,6.8,5.99,1.0
91321857,013045-730517.png,19.23,6.98,0.0
91321858,013045-740737.png,7.14,6.84,0.0
91321863,013050-730654.png,8.99,7.87,0.0
91321866,013051-735648.png,6.43,6.2,1.0
91321867,013052-731016.png,6.5,6.41,1.0
91321868,013055-725810.png,6.67,6.0,1.0
91321871,013057-733225.png,6.44,6.05,1.0
91321873,013058-730117.png,6.84,6.37,1.0
91321878,013101-731531.png,6.68,6.01,1.0
91321881,013103-740738.png,12.33,7.78,0.0
91321882,013105-741053.png,6.66,6.27,1.0
91321887,013111-731637.png,7.85,6.95,0.0
91321888,013111-731821.png,6.61,6.16,1.0
91321891,013116-725459.png,6.72,5.93,1.0
91321895,013118-730701.png,6.69,6.03,1.0
91321907,013132-740720.png,6.54,6.15,1.0
91321908,013134-733220.png,7.05,6.33,1.0
91321910,013135-733342.png,6.77,6.5,1.0
91321913,013136-735244.png,6.71,6.3,1.0
91321916,013138-732313.png,6.71,5.81,1.0
91321917,013139-733941.png,6.55,6.07,1.0
91321922,013147-732646.png,8.06,7.0,0.0
91321923,013147-732919.png,6.86,5.93,1.0
91321926,013148-731325.png,6.79,5.95,1.0
91321928,013148-735958.png,7.01,6.04,1.0
91321929,013151-725717.png,6.59,6.21,1.0
91321932,013153-734507.png,7.06,6.04,1.0
91321934,013155-730405.png,6.64,5.97,1.0
91321935,013159-734429.png,6.6,6.01,1.0
91321937,013202-735726.png,6.59,6.49,1.0
91321942,013207-730308.png,13.05,7.32,0.0
91321949,013216-732615.png,6.79,6.24,1.0
91321950,013220-731202.png,7.03,6.07,1.0
91321955,013225-734933.png,7.25,6.07,1.0
91321956,013229-733022.png,6.55,6.22,1.0
91321960,013237-732552.png,6.79,6.0,1.0
91321962,013239-730733.png,6.92,6.2,1.0
